Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
-9,,0,h58601412299965171,2,3,q4880746248716454
6,,0,h39857282107228229,5,-9,q7704496648083705
2,,0,h51003046286559688,2,3,q2309951177201919
-3,,0,h86195056388104193,2,1,q1157196593109435
5,,0,h39060591251270001,2,1,q8244533858704160
-9,,0,h54240939973746532,2,-9,q9088792735828868
2,,0,h55737418845020855,2,1,q1810654845281962
5,,0,h31620060713975986,3,5,q6012117390002500
-7,,0,h62996734637740971,1,5,q2366490188032921
6,,0,h60588874486999889,2,5,q8875680618153312
6,,0,h68311244709971501,2,5,q2658623121510547
7,,0,h61709709506306820,3,-7,q6030038259034014
6,,0,h96831950795270165,2,3,q5109530238360759
-7,,0,h55271851300654620,5,3,q5211308164458618
7,,0,h58139844443021033,2,-9,q6719485436708855
-9,,0,h84392619934329485,1,4,q8353432260204950
-3,,0,h48077942674254891,2,5,q3569027182505772
2,,0,h25534649474061757,2,1,q3012233597031125
2,,0,h25298626544110785,1,3,q3822829415236091
1,,0,h34816540399191439,2,5,q9487481095354618
-3,,0,h39258928896824277,3,-7,q6539126019300728
6,,0,h58723896687479201,2,3,q8908424587456964
7,,0,h58269223433826927,2,-9,q6250348422430307
-7,,0,h78662349130752555,1,2,q3140494140550560
-9,,0,h88940640140833586,2,5,q2135508403112064
4,,0,h30377824488688431,3,3,q9240169870069304
-9,,0,h69308040929304051,4,-7,q4863360964375832
-9,,0,h98394280150340038,2,5,q2966512481509121
2,,0,h26472166480564477,1,5,q6384689525820656
-7,,0,h77437290379709336,3,2,q4103708014337897
3,,0,h10477699928894454,1,1,q4252501164312088
5,,0,h48180423702777679,5,-9,q1432457476500317
-3,,0,h56089503287280297,5,2,q5090509212376013
7,,0,h88966856223505814,1,2,q3982782834132636
-9,,0,h47219807729139179,3,1,q1036272960851919
4,,0,h33181271741395483,2,-9,q6631547698270040
4,,0,h54763859982340442,3,1,q3206621348230500
6,,0,h75330538587480548,2,3,q7504607464264231
1,,0,h66085785954783680,1,1,q3108832662247134
-9,,0,h67590464602322810,5,1,q1206836410660657
7,,0,h16922078648646677,2,3,q8500030012990627
2,,0,h19109511111859999,5,1,q6741212585053290
-7,,0,h10571610659010974,2,4,q2226659786010417
7,,0,h29470319137353992,2,-9,q6559514477527083
-7,,0,h77046939560086880,2,5,q6579683788410234
3,,0,h50725594261388190,2,2,q7161082797679588
3,,0,h17935769851213099,1,-7,q7167806963788564
5,,0,h58545597404607547,1,4,q1085456384191956
2,,0,h84553868122044920,2,-9,q3311774210346592
6,,0,h81709188187010413,2,4,q4449325815866639
3,,0,h33273628329586190,2,2,q9755005640012702
2,,0,h63340275855648307,4,4,q1877921092640273
4,,0,h92197111378102243,2,5,q9176096878975243
4,,0,h74510965721224367,2,1,q3877255728366433
4,,0,h95083381574749088,1,2,q8735155967499341
2,,0,h97876804458287633,2,4,q3787078262693351
4,,0,h32779566829221480,3,-9,q7529669606034494
-7,,0,h99426030074122031,1,3,q2857316889125355
1,,0,h27145641118234436,2,2,q7287887302367807
-3,,0,h40389064662136527,2,1,q5367630082783828
6,,0,h50647744396191049,2,-7,q5787009466743282
3,,0,h24072340905759246,2,3,q5119972574539141
4,,0,h98236854332349320,1,1,q9035190786930285
3,,0,h51182283034028337,2,5,q8756993150858661
7,,0,h97866799638551417,1,5,q5220777846520038
3,,0,h64484129043041016,2,2,q6240646727758630
3,,0,h63185673697203895,5,-9,q6114877557062402
1,,0,h13829522173416210,5,1,q1403179522677728
1,,0,h77483637039456432,2,-7,q5288686016407995
2,,0,h65295366571076707,4,1,q1465461249195857
2,,0,h87148549796000478,2,4,q9842190695334647
1,,0,h44645949510821835,4,1,q3917646640387224
7,,0,h37201908093236879,4,5,q7878133774445058
4,,0,h55049336194493148,2,-9,q6889791050527371
6,,0,h92845991590975056,2,2,q7166301389502385
4,,0,h95977542165950786,1,-9,q9815831064407677
6,,0,h22864927909711127,2,3,q6938339649541959
2,,0,h86303204435195783,5,5,q6530515423731271
3,,0,h94396243645365200,4,1,q6508978133800905
5,,0,h34099285707896747,2,4,q5779587459373681
6,,0,h31615570986896909,2,4,q2807609026230219
3,,0,h49711427883270457,2,-7,q3699576211790901
2,,0,h22594713682821584,2,2,q8895436037698433
5,,0,h10967082740493596,1,4,q5862415318119211
2,,0,h66342470244719532,2,5,q6112609747739551
-9,,0,h54836157020514101,5,5,q2944898368651076
-3,,0,h66325850680813696,3,5,q3651692575908741
-3,,0,h83684048768502566,4,2,q8041949318064870
-9,,0,h67723076580560243,2,4,q2906783513104908
-9,,0,h80265378579505512,1,4,q1271241269859920
-7,,0,h79466173368417088,3,-7,q8129830570592151
5,,0,h96023651068450663,5,5,q3375838516208549
-9,,0,h29271108051693050,2,5,q1179881335354666
-9,,0,h31576589301207788,3,-9,q3615559394752111
4,,0,h42807302357805249,5,-7,q3143278412747187
6,,0,h60406784341688714,1,-7,q9399010211246328
-9,,0,h17425460155983591,1,3,q5829767494769642
3,,0,h44196762851867282,1,3,q2582413987918979
-9,,0,h79408510263544430,1,1,q3775132826400770
7,,0,h82197296817625286,2,2,q9238138441943134
-3,,0,h96162122190127978,2,2,q9881872489510267
2,,0,h86334339916005861,2,4,q1948413358546017
6,,0,h98253345844706757,3,2,q4309699396242752
2,,0,h69718704678845698,1,3,q1144966569201111
4,,0,h59383985346219041,2,2,q6695836067335992
6,,0,h90835526483490236,5,3,q2704032825491949
3,,0,h31583508274775515,2,3,q2369534013710387
6,,0,h86853655319211883,1,5,q9353950480032565
-3,,0,h80757624931484224,2,4,q9904072093853707
-7,,0,h35957526711370785,2,5,q4996332656160902
-3,,0,h72207433645341042,2,-7,q1006137172209172
3,,0,h51503735626693303,4,-9,q1260499315877569
7,,0,h61351185704326371,2,-9,q8628275016054280
3,,0,h31105922670015384,1,4,q5161970907730641
-9,,0,h95174284201520667,2,2,q4232367795841299
-9,,0,h31548134790520597,1,-7,q4968056871497870
1,,0,h62515087642292594,3,-7,q9596759889271888
6,,0,h23119505429578086,2,4,q3643475019741792
6,,0,h26920880119712429,2,1,q4355174085288898
7,,0,h32569995937295885,3,3,q6161566303223715
-7,,0,h32975153694943815,1,3,q9306035133830532
-7,,0,h66593026940995660,2,2,q9234101654505302
3,,0,h57660899141244739,4,-9,q7140102397715921
5,,0,h12137092521553625,4,5,q4717724018055068
-9,,0,h70000508956363829,5,2,q2340789551500883
1,,0,h68506865750408202,1,2,q4460181167774308
6,,0,h69466929312111642,1,-7,q8474201683452560
5,,0,h36894026610153515,2,2,q3697361011355138
5,,0,h42897969719714395,2,5,q3073671965888548
1,,0,h61841100275048040,2,2,q6817054447169060
1,,0,h40043491707089983,2,4,q8360071877138446
-3,,0,h51988946716854330,2,1,q5609682245086203
-9,,0,h82539750720502117,1,1,q3191978282638562
1,,0,h33913317202541122,1,-9,q1560321609442762
7,,0,h95992360096744540,2,-9,q9993168343880208
-7,,0,h50023840690899821,2,4,q1282796586143477
5,,0,h12327551118881579,4,2,q1528776473408000
-9,,0,h66934866507835694,5,2,q9370302149746786
1,,0,h35363486876917931,2,-7,q2119110222500762
-3,,0,h76413470101808985,1,5,q2855313346337885
4,,0,h21260210619342330,2,-9,q4163335680592283
-7,,0,h64097803981221849,2,2,q7134825694592021
1,,0,h99782241849030189,3,5,q4954481156914206
-7,,0,h22258819896982112,4,5,q9013068463287348
4,,0,h57919091301891221,3,1,q3381749565666567
-3,,0,h63128288911724887,2,-7,q2298673447706796
-7,,0,h23700723717512213,1,4,q9115102440629855
1,,0,h16834591286109013,1,2,q5395319246475060
3,,0,h49572065862624756,2,4,q2741410369793053
5,,0,h82082006642221483,5,3,q9572077483233640
-7,,0,h27371746819759298,3,-7,q8947887565308554
5,,0,h57636146210921328,4,-7,q2153503750286799
-7,,0,h86075523931994407,4,-9,q3889530861153401
2,,0,h15501467909679333,5,2,q8448984485857144
-3,,0,h41713378008452603,1,3,q7987122459056900
-3,,0,h58237341575934662,1,4,q1460854400540797
3,,0,h21192218888867808,3,2,q4565619416755284
1,,0,h33795133340725900,3,5,q9050229875500511
2,,0,h98513570142616426,1,-9,q6388651668370388
5,,0,h18932180040031758,2,5,q5227074335002613
7,,0,h26650136577697772,1,4,q8456398398042006
-9,,0,h71806522396874327,1,3,q3036791630245371
2,,0,h77859593561439509,4,5,q7702899478532014
3,,0,h13829039515254969,2,2,q6336397495047429
1,,0,h72327068268443815,2,-9,q9355117595060588
5,,0,h81687854128515570,2,3,q4837224840249843
-3,,0,h21585100371310863,2,5,q7969258341593682
2,,0,h11697231160779711,2,4,q8406135797310137
1,,0,h49281463619552050,5,-7,q7118084316356640
2,,0,h50357436282216370,4,1,q4703521876581653
1,,0,h92500848557717675,1,4,q9511073768265490
3,,0,h66672981000710895,5,2,q4841506626110734
5,,0,h15325214564246228,2,-7,q9803245903494036
-7,,0,h68005937193529819,1,-7,q3726088623791681
2,,0,h30657413751566969,3,3,q5025649502695658
1,,0,h38013985647029683,5,5,q5289534466596895
5,,0,h24086168992072503,3,-9,q5205839439024656
3,,0,h92196134532629637,2,3,q6457531726257764
7,,0,h57893763277738889,3,2,q7800502095039028
4,,0,h78483630074938368,2,4,q6472690213424212
3,,0,h67383833452887546,1,4,q5565228414609801
3,,0,h77409533033886131,2,1,q5315959623231592
-7,,0,h49677533901164889,3,5,q2643511910958010
3,,0,h98179428371838372,2,-9,q3195768616928940
7,,0,h95612391750116623,2,5,q1235217529471468
5,,0,h41510140395087144,1,-7,q2680903249530065
1,,0,h61777325208473076,1,-7,q5530830702998710
6,,0,h70981425203648659,2,-7,q7575079777823517
1,,0,h21372006436625584,4,4,q5958891277189730
5,,0,h29062356477595242,2,1,q1441147525404284
2,,0,h65582301973727719,2,1,q1230754220299945
3,,0,h80747310380497253,4,2,q7392998037673465
1,,0,h81294117941818040,2,5,q1940119214833513
3,,0,h51137929355673570,5,4,q5293015203438088
3,,0,h61193885730274318,2,5,q6471066824100098
7,,0,h23640637806788453,3,1,q6944443376654785
-3,,0,h41723634143060565,1,5,q4045082695666793
3,,0,h22633249864699014,2,-9,q2415108936556718
-9,,0,h17083264488332191,5,1,q5335322783769387
-7,,0,h68973317605781901,3,5,q8408839421825130
-7,,0,h64779840074855413,4,-9,q2055777674463114
2,,0,h71472993709854963,2,2,q4136044185209216
-7,,0,h68848442409515288,2,-9,q1140841333228908
6,,0,h17222709834066550,2,3,q9384887110118378
5,,0,h34803080353798975,5,-7,q3719033556142226
7,,0,h67467147582949133,2,5,q8177969127923518
5,,0,h25044464808846968,4,2,q3326670495509379
-9,,0,h70054625041131193,2,1,q1385322391061161
1,,0,h53232207318607731,1,4,q3362660908912337
-9,,0,h83234048663801007,2,4,q1424234613000830
2,,0,h71069236121514164,5,-7,q7334405687218040
1,,0,h71076738404738395,1,1,q3112068037038698
-9,,0,h73889364442076737,2,-7,q5045945988226451
4,,0,h61167484400154259,5,2,q6643995826649957
1,,0,h16742201255370735,2,2,q6187379544385260
7,,0,h43096083632375886,3,-9,q9510353847588900
-7,,0,h43829020262866949,1,3,q5925006388261799
5,,0,h24416444405542226,1,-9,q6352972893358144
-9,,0,h29406428473967741,2,3,q8730734232220392
7,,0,h53340271967738749,3,1,q8692999284993069
-7,,0,h48734204063421462,3,4,q7259042540497426
1,,0,h31126121730867600,2,4,q8633847068059032
-3,,0,h59821778592200849,1,3,q3990612457319868
-7,,0,h42500477025766271,5,3,q5588276861296874
-7,,0,h55860699625441518,5,3,q6317474822160266
5,,0,h30137229189895763,2,1,q1476623522059833
1,,0,h55147604457079319,1,-7,q3287796218382136
6,,0,h65628718762279815,2,3,q6607949625149818
2,,0,h62503647530771037,1,3,q7962742682622977
-7,,0,h36459550874548467,1,-7,q9548784039774789
5,,0,h38538292951443876,2,5,q5623530442305906
7,,0,h70110176936386852,3,-9,q3337534128864574
6,,0,h57990970101656528,1,-9,q5074071167508586
5,,0,h92715589669945728,2,5,q8027606872391263
1,,0,h59987240907775968,1,-7,q8235110486748587
1,,0,h15963096071328318,2,1,q2446081327163352
5,,0,h57946889123581227,3,-7,q2125666649163654
6,,0,h99110455165410004,2,1,q6939300922306293
4,,0,h45890108908114271,1,2,q9975333902357512
2,,0,h40729208049718193,2,4,q9628914794532922
6,,0,h62080026961617436,2,3,q6558184750335224
-9,,0,h42327265674026379,2,-9,q7783215502470629
-3,,0,h31880315536304570,1,3,q6089090131955320
4,,0,h48855009900985272,1,4,q2021071118241882
3,,0,h98926847183146331,2,4,q7555807217040447
-9,,0,h14112761762073211,2,-9,q4649421545515159
-3,,0,h17957492189563946,2,3,q1143572285139562
-7,,0,h82502562927692038,1,3,q9267309562807988
5,,0,h61621600141773865,5,-9,q6590268206196310
-7,,0,h26926462823775813,3,-9,q5160498605201192
7,,0,h19843836819609186,1,3,q5291931168884914
2,,0,h49522699220198594,2,1,q9115222364868304
1,,0,h22435491007669959,2,3,q9273132544836480
-9,,0,h30851676291217766,1,2,q2447537704934034
2,,0,h38953488258100239,1,2,q9975849979313528
6,,0,h79489469501347713,5,5,q5074167812118504
1,,0,h20826389085062131,3,3,q3383866961943000
3,,0,h26392081345865738,2,1,q5288695676292502
1,,0,h71404313648031723,2,5,q9250396517286826
5,,0,h10555390510963351,3,-7,q4783835024614243
1,,0,h60994320874133209,2,5,q3891836037088917
6,,0,h80573614902938351,1,1,q8405811165653541
5,,0,h63778208262542221,2,-7,q6643375370473027
6,,0,h79423031507364985,2,4,q5565092032526039
3,,0,h45338551453868449,1,4,q6028348996989674
4,,0,h76548021717368711,1,-9,q3033789332748456
5,,0,h35573194664944616,1,-7,q5655058633047346
6,,0,h92038491698335273,2,5,q2702445281965208
3,,0,h38617514736510866,2,-7,q8064079496116220
7,,0,h14454801490954435,2,-7,q4056671620957315
-7,,0,h17182261271657768,5,3,q5548529489118416
4,,0,h74283202720743440,5,-9,q4705959088951056
4,,0,h76590512638767765,2,-7,q4281274420037972
4,,0,h18928608127248210,1,-7,q2741388670090921
-7,,0,h62285445969366110,4,1,q3925312170121344
4,,0,h51283975786237722,1,4,q4462927893316955
4,,0,h20224486503748404,1,4,q1779586150935083
1,,0,h21623214283832506,2,5,q5925623825256939
-3,,0,h15572973207726601,1,-9,q5581921297452310
4,,0,h38251698600755109,2,2,q9898178208488529
4,,0,h88716766136725331,2,-7,q3010182347428902
6,,0,h21060625885914954,1,2,q3520584346751536
2,,0,h51903035118190013,1,1,q4476507514702350
-3,,0,h94480404191770421,1,-7,q6832326135797916
2,,0,h54342333566317257,1,-9,q9305340528215013
7,,0,h60264741658498305,4,-9,q2616811425844594
1,,0,h25377008798919419,5,5,q9226467056671166
-7,,0,h82879203001316841,1,-7,q9713565345066041
1,,0,h88031243887384403,2,1,q4973973002011939
-3,,0,h80798860458331319,5,5,q6469136100999272
-9,,0,h24095042679539984,2,5,q3495717114474967
1,,0,h61945004027796417,2,5,q7786843098925786
-3,,0,h23249147730621389,2,3,q6997528038549925
5,,0,h11448404248218395,2,-9,q8239019459524164
1,,0,h77207590472902048,2,-9,q3363976835917846
7,,0,h98324863927938003,1,-7,q1546676698912572
1,,0,h86658585192317347,1,1,q9045426062669625
4,,0,h34171940547375430,5,2,q9584097337415195
1,,0,h88333598942606233,2,-9,q3957446822708592
-7,,0,h83302892164163902,1,1,q3725838290977421
5,,0,h87076540761507331,2,-7,q8147309580692346
-3,,0,h63696870961429875,2,-9,q6358492491116547
6,,0,h11344851942393420,2,2,q7650683967507072
7,,0,h96494699732163367,1,3,q8398691882563366
3,,0,h44728143758690524,4,-9,q3543232733177438
1,,0,h27059795899259327,1,5,q6635022978785858
4,,0,h92666408568414170,2,3,q2232555380006672
-7,,0,h58899580539213052,1,-7,q3953286387748341
5,,0,h59172952794601574,1,2,q1644898092050083
6,,0,h42568276106475669,2,-9,q2610605793607616
-9,,0,h80923793712234020,2,-9,q1093744214426524
2,,0,h95750766880743809,4,3,q5670511340314310
1,,0,h60674382882748366,2,1,q6069531560482047
6,,0,h65857365853291282,2,3,q1109097440825787
7,,0,h88181033240606213,2,1,q3908517873602095
1,,0,h73846866230156597,2,5,q6938052037838118
3,,0,h23215952990469753,2,3,q5674106406751583
-9,,0,h97712656267175054,1,4,q9418968411581605
7,,0,h23515572140891737,1,-9,q2237093976795166
-9,,0,h67061421509458375,2,-7,q2992145224431986
4,,0,h17363739716148825,2,5,q9559612602572556
-7,,0,h37522622709126377,2,1,q5721369706107242
3,,0,h95627012998288468,3,-9,q1300226752318663
7,,0,h65288999487441386,2,3,q3914147274258239
-9,,0,h92794423803793318,2,-7,q2069524808844260
7,,0,h75717651442743545,2,1,q5645594457530618
-3,,0,h65176310444488269,1,-9,q7942313784247927
-7,,0,h91460708956668050,5,5,q8270527844746624
-7,,0,h76197846273819962,5,1,q5475560262270172
-3,,0,h77337392982535239,1,1,q3153105814820375
-7,,0,h64990926437341153,2,5,q1534339390261712
7,,0,h92046272536012122,1,4,q2532202299033696
7,,0,h54420665467715757,5,4,q7593773537330600
4,,0,h64920798015955153,5,3,q2866599595247505
1,,0,h73342567474973141,4,4,q1094130033522203
1,,0,h49397705633370441,2,-7,q9245626029576901
7,,0,h73007065496228009,2,-7,q5804126501905431
5,,0,h54059012732036909,1,-9,q7313016393904063
1,,0,h21842152753673635,2,1,q2500190056826811
6,,0,h38271904232823276,3,2,q8161207841001358
-3,,0,h55258944998354578,1,2,q1196647791489706
-3,,0,h17889683012301766,1,-7,q8245128741808527
2,,0,h80580971079832305,2,1,q4028043117061497
-9,,0,h35453115324691328,2,1,q8147256894061172
2,,0,h18605696914016361,1,2,q1436236564702943
4,,0,h28290693657596595,5,-7,q8634964088619946
-3,,0,h75237366255220487,1,4,q6260739647963441
-3,,0,h54614088248387270,2,-9,q5293704885944017
5,,0,h65173493049914563,1,5,q8445386855876889
5,,0,h91587585440471018,2,-9,q2143575195062030
3,,0,h93018215734141569,5,1,q1097925572401222
1,,0,h24409815256484765,2,1,q1860341893800755
2,,0,h55333831451014659,4,4,q2971217991198322
2,,0,h87201919579748729,2,-9,q4399717375415095
4,,0,h66973823075246897,2,-9,q6706366991867246
5,,0,h29131615562700066,2,4,q3844417803474077
-7,,0,h78926561951880620,4,3,q1057348921719770
4,,0,h57804245122948550,2,5,q4322668226720931
7,,0,h85788180504274507,2,1,q5941013042609071
-9,,0,h25013592202860679,3,-7,q8943473627618102
3,,0,h38315811486301981,2,1,q4917868810649417
4,,0,h93801811916549815,3,-7,q4713369414872815
2,,0,h95658734244524046,4,4,q1927332097758764
7,,0,h72516906638541948,2,1,q4993114069158447
7,,0,h67114490735310026,2,2,q7211534832796052
3,,0,h59091993659266250,2,5,q4123329495623686
-3,,0,h38714884119639428,1,-7,q5772538196685507
4,,0,h42188112157976569,1,-7,q2086858685716785
6,,0,h72314584476610081,1,3,q3660943545909784
-9,,0,h49759946453986973,2,4,q4344365651160443
-7,,0,h51989965242922269,2,4,q9992912881660879
-9,,0,h86889335640367803,2,-7,q3978271006901953
-3,,0,h63658936694964382,2,1,q4237588211727922
3,,0,h13705743186848929,3,2,q9016369607314234
6,,0,h66373240978822139,2,2,q5442302067182022
-7,,0,h97845762696121968,1,2,q8200401604763584
4,,0,h39715096488836351,2,1,q4552625090947256
4,,0,h91898411213387946,1,5,q9071655067704837
-7,,0,h49986520522105207,1,-7,q8792498114143213
5,,0,h29759982911960907,1,2,q5661652671128774
2,,0,h25294749259091730,1,1,q4002870493573194
7,,0,h79609655214117359,2,4,q7692411050733974
-9,,0,h76245658134711849,2,2,q9357589099104367
6,,0,h30455722679391368,2,3,q9293556441860482
3,,0,h92592540712037303,3,-9,q4351754340868382
-7,,0,h29065123519658890,2,3,q3292792883271040
-3,,0,h52524575751626505,1,1,q6821044244299427
-7,,0,h49388649972376881,2,1,q4096660772836449
4,,0,h84736781393965120,1,1,q7369805945576634
3,,0,h31020121036191756,3,-7,q5352204488746519
-7,,0,h73387873401140723,2,5,q6806210388784751
-7,,0,h65874302520793088,2,5,q4637037663421212
-3,,0,h97892904399745269,1,5,q2709581027092327
3,,0,h22269941545711109,3,-7,q3288237158304763
-7,,0,h13198178465594372,1,5,q4163950301652362
5,,0,h24899200274753979,2,1,q1511381420819098
1,,0,h78042742934628245,2,5,q2808024693146307
3,,0,h48218044764634214,3,1,q8317598821829513
-9,,0,h83807559318467333,2,1,q5429277161673974
-9,,0,h60551669643529022,1,4,q8801959671790192
7,,0,h26695817000550693,3,3,q8797119037362232
2,,0,h94936649931388671,3,-7,q5213123570731869
4,,0,h59202857337286034,1,1,q9799164163827671
-9,,0,h77634112501431510,2,-7,q3738061361341293
5,,0,h18372721015079548,1,5,q9318883703010235
4,,0,h97965072770596164,2,2,q1575849243991107
7,,0,h66182536312549189,2,1,q4451314414318046
3,,0,h18580010829669608,3,-7,q6136964621559619
-7,,0,h11287674344477517,2,-9,q9066443964755703
-9,,0,h28607182767874788,2,3,q3294332204644259
3,,0,h19171522810862553,1,-9,q3743951257621257
-3,,0,h32832010419897856,3,-9,q5701828558062963
-9,,0,h49129506921022900,5,-9,q6384874577117913
5,,0,h69814705028431068,2,5,q3572624413244005
4,,0,h77595126098279150,1,4,q4475749531025404
3,,0,h70217048075218764,2,-7,q8222020239821771
4,,0,h79257397778232744,5,-7,q1332802586544840
7,,0,h69288308221717680,2,4,q1496979446386585
4,,0,h48736557355282473,1,4,q7714995015044044
6,,0,h82941215985966377,3,5,q3292004220907262
7,,0,h58168394888070294,2,5,q3271141597957405
1,,0,h13307009841651073,4,-7,q5919158726597663
